,datano,꽃 이름,꽃 영문이름,꽃말,사용,생장
41,325,산국,null,흉내,감국보다 꽃은 작지만 꽃이 더 많이 달기고 늦게까지 피기 때문에 화단용으로 좋다. 가을철 도로변에 심어도 좋으며 웬만큼 건조하고나 척박해도 잘 자라 화단용으로 폭넓게 쓸 수 있다. ,추위나 더위는 물론 건조에도 잘 견뎌 전국 어디서든 기를 수 있다. 씨앗으로 번식이 잘 된다. 이른 봄에 기부에서 나오는 측아를 5-10cm길이로 잘라 아래 잎 2-3매를 떼어낸 뒤 모래에 꽂으면 쉽게 새뿌리를 내린다.
42,324,마삭줄,Chinese ivy,"매혹, 속삭임","잎을 관상하는 식물로 실내에서 흔히 쓰인다. 특히 추위에 웬만큼 견디기 때문에 야생화 분경 만들 때 바탕소재로 많이 쓴다. 남부지역에서는 정원이나 공원에서 생울타리로 감거나 지면을 피복하는 용도로 흔히 쓰인다. 원줄기의 잎은 해열, 진통제로 쓴다.",넝쿨은 5M까지 자란다. 5-6월 흰색꽃이 피며 열매는 9월에 익는다. 추위에 강하고 맹아력이 좋으며 생장도 빠른 편이지만 공해에는 좀 약하다. 씨앗을 봄이나 가을에 뿌리거나 여름 장마철에 신초를 잘라 삽목한다.
43,323,송악,Korean ivy,한결같은 마음,"중북부지방에서는 개량된 원예종이 실내용으로 흔히 쓰인다. 독자적으로 화분에 심어 늘어뜨려도 좋고, 오픈 테라리움이나 접시정원, 실내정원 등을 만들 때다른 것들과 같이 심어도 참 잘 어울린다. 남부지역에서는 정원이나 공원에서 고목에 붙여 심어 감고 올라가도록 하면 좋다.",추위에 좀 약한 편이지만 음지에서 잘 견딘다. 공해에 강하고 맹아력이 좋아 도심 주변에서도 얼마든지 활용할 수 있다. 뿌리줄기에서 기근(氣根)이 나와 나무나 바위에 붙어 자란다. 삽목은 연중 가능하지만 장마철 습도가 높을 때 가장 잘 된다.
44,322,파리지옥,Venus flytrap,유혹,식물의 삶도 동적이며 매우 적극적이란 것을 알려줄 수 있어 학생들 교육용으로 좋다. 가정에서는 베란다나 거실에 두고 관상용으로 기른다. 꽃 전시회 같은 곳에서도 흔히 볼 수 있다. 베란다에 대량으로 잘 재배한다면 작은 해충을 제거하는 용도로도 쓸 수 있다.,번식은 씨앗이나 포기나누기를 하는데 종자발아가 잘 된다. 어느 정도 습한 곳을 좋아한다. 직사광선이 내려쬐는 곳은 쉽게 마르므로 피하는 것이 좋지만 많은 량의 광을 필요로 한다. 
45,321,안개초,Common gypsophila,"간절한 기쁨, 밝은 마음",작은 꽃들이 가지에 수북히 피어 마치 안개처럼 분위기를 연출해 주기 때문에 안개초라 명명하였다고 한다. 꽃송이들이 아기의 숨결처럼 느껴진다 하여 ''Baby''s breath'' 라고도 부른다. 안개초는 거의 대부분 꽃다발이나 꽃바구니를 만드는 장식용으로 활용된다. 종종 코사지를 만드는 재료로도 쓰인다. ,국내에는 백색인 브리스톨페어리 품종을 많이 재배한다. 남원 운봉처럼 여름에 시원한 지역에서 비닐하우스로 생산된다. 안개초는 가을에는 로젯트 상태로 되어 광합성을 계속하면서 월동한다. 매우 추운 곳에서는 지상부가 죽고 지표면에 월동아가 발생하여 월동한다. 봄에 온도가 올라가면 로젯트가 타파되어 줄기가 자라 초여름에 개화한다. 작형이 세분화되어 있어 한 여름을 제외하면 거의 연중 꽃이 나온다.
46,320,크립탄서스,Earth stars,만족,"꽃은 흰색이나 녹백색, 종종 황색도 있는데 로젯트된 잎 가운데에서 나와 핀다. 키가 18인치로 작고 잎이 갈색을 띠는 빨간색으로 녹색이나, 갈색, 흰색 무늬가 들어 있으며 잎 모양은 긴 스푼처럼 생겼다. 줄기가 없고 상록성의 잎들에 다양한 무늬가 있다. ",열대식물로써 15℃ 이상은 되어야 월동하므로 식물원 유리온실 같은 곳에서 기를수 있다. 아파트 베란다에서도 겨울철에 온도를 유지해 준다면 기를 수 있으나 햇볕을 충분히 받도록 해 줘야 한다. 광이 부족하면 잎 색들이 선명하지 못하다.
47,319,행운목,Corn plant,"행운, 행복","화분에 심어 실내에서 관상용으로 기르는 것이 일반적이다. 건물의 사무실이나 학교, 가정의 베란다에 실내정원을 만들 때 중요한 중심소재로 쓰기도 한다. 종에 따라 키가 6m까지 자라는 것도 있으며 잎이 가늘고 길어 시원한 느낌을 준다.","행운목은 드라세나류 중의 하나이다. 여름에 햇볕이 강하면 잎이 타는 경우가 있어 반그늘 정도의 차광이 필요하다. 대신 겨울에는 볕이 잘 드는 곳에 두어야 고유의 잎 색을 낸다. 생장에 알맞은 온도는 20-25℃이며, 추위에도 강한 편으로 겨울에 12℃ 정도에도 잘 견딘다. 하지만 잎에 무늬가 있는 종들은 추위에 다소 약한 편으로 15℃ 이상은 되어야 정상생육이 가능하다."
48,318,칼라디움 ,Caladium,환희,남부지역에서는 봄에 화단에 심어 가을까지 잎을 즐길 수 있겠지만 중부나 북부지역에서는 어렵고 화분에 심어 잎을 관상한다. 잎의 무늬모양이 다양하여 어디에 둬도 잘 어울리며 눈에 잘 띤다. ,"잎은 토란잎처럼 큰데, 중심부에 붉은 색(반문/斑紋)이 들어 있는 것들이 많다. 무늬의 색깔이 종이나 품종에 따라 다르며 적색, 보라색, 백색 등인 것이 있다. 대부분의 관엽식물들이 광이 부족한 실내에서 잘 자라지만 이 식물은 광을 충분히 받아야 잎의 무늬 색상이 선명해진다. 생장에 적합한 온도는 25℃정도인 열대성식물이기 때문에, 한 겨울에도 15℃이상 유지되어야 잎들이 제 모양을 낸다. 칼라디움은 물을 특히 좋아하는 식물로 알려져 있다. "
49,317,칼라,Common calla,"환희, 열정",여름에 시원하고 겨울이 따뜻한 곳에서는 화단용으로 기를 수 있다. 우리나라에서는 개화기간이 길어 분화용으로도 쓰이지만 꽃꽂이용으로 많이 쓰인다. 결혼식 신부의 부케용 또는 각종 고급 꽃바구니나 꽃다발 만들 때 주 재료로 쓰인다.,칼라는 봄에 심는 알뿌리식물로써 줄기뿌리와 알뿌리인 것이 있다. 습지형(흰색계)과 일반형(유색계)으로도 구분된다. 습지형은 봄에 포기나누기 또는 씨앗으로 번식이 잘 된다. 그늘진 곳이면 꽃이 잘 피지 않고 잎이 잘 자란다. 남부의 따뜻한 곳에서는 봄에 정원의 나무 그늘 밑에 심어 주로 잎 관상용으로 길러볼만 하다.
50,316,유칼리 ,Mountain gum,추억,"유칼리의 정확한 이름은 유칼립투스이다. 수액에서 끈적끈적한 액을 내기 때문에 gum, ironbark, gum tree 등의 명칭을 갖고 있다. 이 껌 같은 물질은 주로 약용으로 쓴다. 잎이 부드러운 가죽처럼 생겼는데 여기서 나는 독특한 향기 때문에 허브로도 쓰인다. ",꽃은 노란색으로 3개정도 피는데 캡슐처럼 생겼으며 꽃잎이 없고 수술이 길다. 열대지방에서는 햇볕이 잘 드는 노지에서 재배된다. 식물원 같은 실내에서는 햇볕이 충분해야 하며 가는 모래가 들어있어 물이 잘 빠지며 환기가 잘 되는 곳에서 잘 자란다. 생장이 빨라 강하게 전정해야 한다. 
51,315,사막장미,Desert rose,지혜,사막장미는 대표적인 다육식물 중의 하나로 잎보다는 줄기에 물을 많이 함유하고 있다. 줄기 밑둥 모양도 좋지만 꽃이 아름다워 분화용이나 베란다 같은 곳에 만드는 실내정원용으로 종종 이용된다. 하지만 아데니움속 식물의 수액에는 독성이 있으므로 어린이들이 있는 곳에서는 주의가 필요하다. ,"사막장미는 물 빠짐이 좋고 광이 충분한 곳에서 잘 자란다. 밑둥의 둥그런 다육성의 줄기는 직경 1m까지 굵어지며 키는 2m까지 자란다. 열매는 녹색으로 지름 2,5cm정도의 크기로 둥근 모양을 하고 있다. 꽃은 녹색을 띠는 흰색, 밝은 적색이 있으며 모양은 별 모양이며 종종 송이를 형성한다. 7℃이하로 떨어지면 동해를 받으며 15℃이상은 유지되어야 정상적으로 자란다. 한 여름 더위나 열에는 매우 강하다. 씨앗은 익자마자 따서 19-24℃의 조건에서 뿌리면 잘 발아한다. 삽목은 꽃이 피지 않은 줄기를 잘라 심고 3개월 정도 지나면 삽수에 작은 알뿌리가 형성된다. "
52,314,용설란,Century plant,섬세,꽃말처럼 잎 끝에 섬세한 가시들이 날카롭게 나 있다. 용설란(龍舌蘭)이라는 말은 잎의 모양이 용의 혀를 닮았다 하여 붙여진 이름이다. 식물원에 가면 흔히 볼 수 있고 일반 가정에서도 화분에 심어 충분히 즐길 수 있다.,"용설란은 원래 멕시코 원산으로 우리나라에서는 월동이 어려워 주로 온실에서 관상용으로 재배된다. 원예용으로 개발된 품종 중 ''Marginata''라는 품종은 잎가에 밝은 노란색의 긴 띠가 들어 있다. 잎이 다육질이고 길이는 1m 이상 자란다. 추위에 약하기 때문에 겨울동안에 충분한 가온이 필요하다. 제주, 거제도 등 남부지역에서는 종에 따라 노지에서 월동하는 것도 있다."
53,313,큰꿩의비름,Live forever,"희망, 생명",암석정원의 화단용으로 아주 잘 어울린다. 특히 몸이 다육이라 건조에 아주 강해 척박한 곳에서도 잘 자란다. 일반정원에서 군락을 이루도록 모아 심으면 연중 관상할 수 있으며 꽃에 향기가 있어 화분에 심어 볕이 잘 드는 실내에 두어도 좋다. 특히 꿩의비름 종류는 꽃눈이 분화된 다음 바로 삽목해서 분에 심어도 뿌리를 잘 내리기 때문에 단기간에 소형분화를 만들 수도 있다. 꽃에 향기가 있고 탐스러워 꽃꽂이용으로 훌륭한 소재이다.,씨앗도 잘 발아한다. 가을에 씨앗을 받았다가 충실한 것들을 골라 이듬해 3-4월에 뿌리면 된다. 꽃이 핀 다음 줄기를 6-8cm 정도 크기로 잘라 시원한 곳에서 2-3일 말렸다가 모래에 꽂으면 대부분 새 뿌리를 내린다. 추위와 더위에 강해 햇볕만 잘 드는 곳이면 우리나라 어디서든 길러볼 수 있다.
54,312,오렌지,Orange,"순결, 신부의 기쁨","감귤, 유자 등 감귤류는 남부지역에서 과실생산을 목적으로 재배되지만 가정이나 사무용 건물에서 분화용으로 길러볼 수 있다. 열매가 매우 오래가기 때문에 겨울에 삭막한 공간에서 노란 열매는 주변을 환하게 해주고 생명감을 느끼게 해 준다.","유자, 감귤 등 어린 묘목을 사다가 화분에 심어 베란다처럼 볕이 충분히 들어오는 곳에서 기른다. 겨울에는 온도가 영하로 내려가지 않도록 보온해 준다. 물관리만 잘 하면 싱싱한 녹색 잎과 같이 오랫동안 즐길 수 있다."
55,311,애기금어초,Annual toadflax,내 마음을 알아주세요.,금어초는 하우스나 온실에서 꽃꽂이용 일년초로 재배되지만 애기금어초는 다른 초화류들과 씨앗을 섞어 화단용으로 뿌리고 꽃을 관상하는 일년초다. 요즘은 아예 서로 개화기가 다른 초종들을 함께 섞어 한번 뿌리면 연중 꽃을 볼 수 있도록 만든 혼합종자(mixed seeds)가 판매되고 있어 이용이 간편하다. ,"꽃이 빨강, 노랑, 분홍색 등 다양한 품종들이 나와 있다. 원하는 품종을 또는 다른 씨앗이 같이 들어있는 혼합종자를 구입하여 화단에 뿌린다. 화단은 봄에 잘 갈아엎고 표면을 고르게 정리한 다음 씨앗을 고루 뿌린다. 발아가 잘 되므로 너무 베게 뿌리지 않아도 된다."
56,310,눈개쑥부쟁이,,찬사,화단용으로 가장 좋다. 원래 남쪽이 고향이지만 추위에 강해 전국에서 화단용으로 이용할 수 있다. 높이가 낮고 꽃이 많이 달려 분화용으로도 좋은 특성을 갖고 있지만 화분에서는 꽃수를 충분히 확보하기 어렵다.,자생지에서는 여러해살이풀이지만 씨앗을 받아 뿌리면 그해 꽃을 피운다. 2-3월경 온실에서 뿌려 삭을 틔운 다음 4월경 옮겨 심으면 포기가 커져 9월쯤 되면 수십 개 이상의 꽃을 피운다. 바위틈이든 정원의 한 부분이든 어디에 심어도 잘 자란다.
57,309,사철나무,Evergreen spindle tree,"어리석음을 안다, 지혜",추위에 강해 전국 어디서든 정원용으로 좋다. 줄사철은 벽면녹화용으로 좋고 그냥 사철은 생울타리용으로 아주 좋다. 잎에 무늬가 들어있는 종들도 많아 저원용으로 폭넓게 쓰이며 분화용으로도 종종 쓰인다. ,사철나무는 봄에 나무시장에 가면 어린 묘들을 쉽게 구할 수 있다. 웬만큼 척박해도 잘 자라며 반그늘 이상의 볕이 있는 조건이면 쉽게 뿌리를 내린다. 이식은 좀 싫어하는 편으로 초기 활착이 꽤 오래 걸린다. 나중에 매우 굵은 성목으로도 잘 자란다. 
58,308,에리카,Spring heath,"고독, 쓸쓸함","에리카는 꽃이나 잎 모양이 좋아 분화용이나 화단용으로 쓰인다. 꽃이 매우 작은 수상화서(꽃차례가 이삭처럼 끝에 모여서 달림)의 형태를 취하고 있다. 품종에 따라 가을, 겨울 및 봄에 피는 것 등이 있어 연중 꽃을 즐길 수 있다. ",크기가 15~30cm정도로 작으며 줄기는 잔가지로 많이 갈라지고 잎 3~6개가 돌려난다. 잎이 작고 좁으며 분홍 또는 흰색의 작고 앙증맞은 꽃들이 단지나 종 모양으로 핀다. 영하 7℃에서도 견디는 품종이 개발되어 분화용으로 흔히 재배된다.
59,307,마취목,Lily of the valley bush,희생 ,"상록성인데다 꽃이 많이 달리며 아름다워 분화용으로 드물게 기르며 남부지역에서는 정원용으로 쓴다. 잎을 삶거나 달여 그 물로 농작물의 해충이나 파리를 박멸한다고 한다. 꽃은 봄에 피는데, 전체가 흰색이지만 약간 붉은 빛을 띠는 것도 있다. 단지처럼 생긴 작은 꽃들이 가지 끝에 다닥다닥 붙어 피는데, 꽃이 한창 필 때는 끝이 무거워 늘어진다. 잎은 난형으로 끝이 뾰족한데 너무 만지면 고약한 냄새가 난다. 실내에서 어린이들이 잎을 만지거나 입으로 물거나 하면 절대 안된다.",마취목은 겨울에도 잎이 달려있는 상록이고 햇빛이 부족한곳에선 꽃이 잘 피지 않습니다. 물을 좋아하는 편입니다. 꽃이 피기 전에 거름을 주면 꽃이 얼른 떨어지고 새순이 강해져 좋지 않다. 반 그늘지고 어느 정도 습기가 많은 곳을 좋아하며 추위에는 다소 약한 편으로 5℃이상은 되어야 겨울을 넘긴다.
